Date/Time,PV.Minute.PU,BAT.Minute.PU,baseline heating setpoint (C),baseline cooling setpoint (C),base LED intensity (-),smoothHtgSetC,smoothClgSetC,smoothLEDIntensity,clgMagnitude,htgMagnitude,ledMagnitude
 06/29  08:18:00,0.467718867,-0.01706817,18,20,0.5,18.0,20.0,0.6030164019,0.0,0.0,-0.0008534085000000001
 06/29  08:19:00,0.471050492,-0.01658124,18,20,0.5,18.0,20.0,0.6038454639,0.0,0.0,-0.0008290620000000001
 06/29  08:20:00,0.474125838,-0.015914916,18,20,0.5,18.0,20.0,0.6046412097,0.0,0.0,-0.0007957458000000001
 06/29  08:21:00,0.479763972,-0.017683239,18,20,0.5,18.0,20.0,0.60552537165,0.0,0.0,-0.0008841619500000001
 06/29  08:22:00,0.485145828,-0.018939006,18,20,0.5,18.0,20.0,0.60647232195,0.0,0.0,-0.0009469503000000001
 06/29  08:23:00,0.489502568,-0.019272168,18,20,0.5,18.0,20.0,0.60743593035,0.0,0.0,-0.0009636084
 06/29  08:24:00,0.490271404,-0.016248078,18,20,0.5,18.0,20.0,0.60824833425,0.0,0.0,-0.0008124039
 06/29  08:25:00,0.494628145,-0.016940031,18,20,0.5,18.0,20.0,0.6090953358,0.0,0.0,-0.0008470015500000001
 06/29  08:26:00,0.498472327,-0.016965659,18,20,0.5,18.0,20.0,0.6099436187499999,0.0,0.0,-0.0008482829500000001
 06/29  08:27:00,0.505904413,-0.020246028,18,20,0.5,18.0,20.0,0.6109559201499999,0.0,0.0,-0.0010123014
 06/29  08:28:00,0.509492317,-0.019656587,18,20,0.5,18.0,20.0,0.6119387494999999,0.0,0.0,-0.00098282935
 06/29  08:29:00,0.512823942,-0.018810867,18,20,0.5,18.0,20.0,0.61287929285,0.0,0.0,-0.00094054335
 06/29  08:30:00,0.515899288,-0.017708868,18,20,0.5,18.0,20.0,0.6137647362499999,0.0,0.0,-0.0008854434
 06/29  08:31:00,0.521793701,-0.019400308,18,20,0.5,18.0,20.0,0.6147347516499999,0.0,0.0,-0.0009700154000000001
 06/29  08:32:00,0.5351202,-0.027729369,18,20,0.5,18.0,20.0,0.6161212200999999,0.0,0.0,-0.00138646845
 06/29  08:33:00,0.533838806,-0.022014352,18,20,0.5,18.0,20.0,0.6172219376999999,0.0,0.0,-0.0011007176000000002
 06/29  08:34:00,0.530250902,-0.014428498,18,20,0.5,18.0,20.0,0.6179433625999999,0.0,0.0,-0.0007214249
 06/29  08:35:00,0.538964382,-0.018708354,18,20,0.5,18.0,20.0,0.6188787803,0.0,0.0,-0.0009354177
 06/29  08:36:00,0.559466689,-0.033111225,18,20,0.5,18.0,20.0,0.62053434155,0.0,0.0,-0.0016555612500000001
 06/29  08:37:00,0.592270379,-0.057278318,18,20,0.5,18.01031009724,19.9885443364,0.62339825745,-0.0114556636,-0.01031009724,-0.0028639159
 06/29  08:38:00,0.572024352,-0.030779088,18,20,0.5,18.01031009724,19.9885443364,0.62493721185,0.0,0.0,-0.0015389544
 06/29  08:39:00,0.553059718,-0.007790876,18,20,0.5,18.01031009724,19.9885443364,0.62532675565,0.0,0.0,-0.00038954380000000006
 06/29  08:40:00,0.553315997,-0.004305484,18,20,0.5,18.01031009724,19.9885443364,0.62554202985,0.0,0.0,-0.0002152742
 06/29  08:41:00,0.553059718,-0.000922604,18,20,0.5,18.01031009724,19.9885443364,0.62558816005,0.0,0.0,-4.613020000000001e-05
 06/29  08:42:00,0.561260641,-0.006509483,18,20,0.5,18.01031009724,19.9885443364,0.6259136341999999,0.0,0.0,-0.00032547415
 06/29  08:43:00,0.565617381,-0.007688365,18,20,0.5,18.01031009724,19.9885443364,0.6262980524499999,0.0,0.0,-0.00038441825
 06/29  08:44:00,0.569717842,-0.007842132,18,20,0.5,18.01031009724,19.9885443364,0.6266901590499999,0.0,0.0,-0.0003921066
 06/29  08:45:00,0.569974121,-0.004997437,18,20,0.5,18.01031009724,19.9885443364,0.6269400309,0.0,0.0,-0.00024987185000000005
 06/29  08:46:00,0.579456438,-0.012480779,18,20,0.5,18.01031009724,19.9885443364,0.6275640698499999,0.0,0.0,-0.00062403895
 06/29  08:47:00,0.586888524,-0.020451051,18,20,0.5,18.01031009724,19.9885443364,0.6285866224,0.0,0.0,-0.0010225525500000001
 06/29  08:48:00,0.587401081,-0.019425935,18,20,0.5,18.01031009724,19.9885443364,0.6295579191499999,0.0,0.0,-0.00097129675
 06/29  08:49:00,0.589195033,-0.017606355,18,20,0.5,18.01031009724,19.9885443364,0.6304382368999999,0.0,0.0,-0.0008803177500000001
 06/29  08:50:00,0.5920141,-0.016555612,18,20,0.5,18.01031009724,19.9885443364,0.6312660174999999,0.0,0.0,-0.0008277806000000001
 06/29  08:51:00,0.596114562,-0.01635059,18,20,0.5,18.01031009724,19.9885443364,0.6320835469999999,0.0,0.0,-0.0008175295000000002
 06/29  08:52:00,0.600215023,-0.016555613,18,20,0.5,18.01031009724,19.9885443364,0.6329113276499999,0.0,0.0,-0.0008277806500000001
 06/29  08:53:00,0.604315484,-0.016786263,18,20,0.5,18.01031009724,19.9885443364,0.6337506407999999,0.0,0.0,-0.00083931315
 06/29  08:54:00,0.607134552,-0.01586366,18,20,0.5,18.01031009724,19.9885443364,0.6345438237999999,0.0,0.0,-0.0007931830000000001
 06/29  08:55:00,0.612772686,-0.017221938,18,20,0.5,18.01031009724,19.9885443364,0.6354049206999999,0.0,0.0,-0.0008610969
 06/29  08:56:00,0.617129426,-0.017811379,18,20,0.5,18.01031009724,19.9885443364,0.6362954896499998,0.0,0.0,-0.00089056895
 06/29  08:57:00,0.621229887,-0.018477704,18,20,0.5,18.01031009724,19.9885443364,0.6372193748499998,0.0,0.0,-0.0009238852000000001
 06/29  08:58:00,0.624817791,-0.018323937,18,20,0.5,18.01031009724,19.9885443364,0.6381355716999998,0.0,0.0,-0.0009161968499999999
 06/29  08:59:00,0.630712204,-0.020066633,18,20,0.5,18.01031009724,19.9885443364,0.6391389033499998,0.0,0.0,-0.00100333165
 06/29  09:00:00,0.636862896,-0.021732445,18,20,0.5,18.01031009724,19.9885443364,0.6402255255999998,0.0,0.0,-0.00108662225
 06/29  09:01:00,0.639169405,-0.01973347,18,20,0.5,18.01031009724,19.9885443364,0.6412121990999998,0.0,0.0,-0.0009866735
 06/29  09:02:00,0.641475915,-0.01791389,18,20,0.5,18.01031009724,19.9885443364,0.6421078935999999,0.0,0.0,-0.0008956945
 06/29  09:03:00,0.650189395,-0.022039979,18,20,0.5,18.01031009724,19.9885443364,0.6432098925499998,0.0,0.0,-0.0011019989500000002
 06/29  09:04:00,0.649933116,-0.017503844,18,20,0.5,18.01031009724,19.9885443364,0.6440850847499998,0.0,0.0,-0.0008751922000000001
 06/29  09:05:00,0.652239626,-0.01586366,18,20,0.5,18.01031009724,19.9885443364,0.6448782677499998,0.0,0.0,-0.0007931830000000001
 06/29  09:06:00,0.652239626,-0.01235264,18,20,0.5,18.01031009724,19.9885443364,0.6454958997499998,0.0,0.0,-0.000617632
 06/29  09:07:00,0.656340087,-0.012942081,18,20,0.5,18.01031009724,19.9885443364,0.6461430037999998,0.0,0.0,-0.00064710405
 06/29  09:08:00,0.659415433,-0.012557663,18,20,0.5,18.01031009724,19.9885443364,0.6467708869499997,0.0,0.0,-0.00062788315
 06/29  09:09:00,0.48693978,0.145540748,18,20,0.5,17.984112762600002,20.017652486,0.6394938495499998,0.0291081496,0.02619733464,0.0072770374
 06/29  09:10:00,0.696575864,-0.058124039,18,20,0.5,17.994575089620003,20.0060276782,0.6424000514999998,-0.011624807800000001,-0.010462327020000002,-0.0029062019500000003
 06/29  09:11:00,0.313439011,0.292439774,18,20,0.5,17.9419359303,20.064515633,0.6277780627999998,0.058487954800000005,0.052639159320000004,0.0146219887
 06/29  09:12:00,0.214771661,0.348436699,18,20,0.5,17.879217324480003,20.1342029728,0.6103562278499998,0.06968733980000001,0.06271860582000001,0.017421834950000003
 06/29  09:13:00,0.737836756,-0.16586366,18,20,0.5,17.909072783280003,20.1010302408,0.6186494108499998,-0.033172731999999996,-0.029855458799999998,-0.008293183
 06/29  09:14:00,0.622511281,-0.053280369,18,20,0.5,17.909072783280003,20.090374167,0.6213134292999998,-0.0106560738,0.0,-0.00266401845
 06/29  09:15:00,0.655571251,-0.086007176,18,20,0.5,17.924554074960003,20.0731727318,0.6256137880999998,-0.0172014352,-0.01548129168,-0.0043003588
 06/29  09:16:00,0.706314459,-0.131342901,18,20,0.5,17.948195797140002,20.0469041516,0.6321809331499998,-0.026268580200000006,-0.023641722180000005,-0.006567145050000001
 06/29  09:17:00,0.37494593,0.171886213,18,20,0.5,17.917256278800004,20.0812813942,0.6235866224999997,0.0343772426,0.030939518340000003,0.00859431065
 06/29  09:18:00,0.712465151,-0.160328037,18,20,0.5,17.946115325460003,20.0492157868,0.6316030243499997,-0.0320656074,-0.028859046660000002,-0.00801640185
 06/29  09:19:00,0.708877248,-0.134546387,18,20,0.5,17.970333675120003,20.0223065094,0.6383303436999997,-0.026909277399999997,-0.02421834966,-0.00672731935
 06/29  09:20:00,0.563310871,-0.002306509,18,20,0.5,17.970333675120003,20.0223065094,0.6384456691499998,0.0,0.0,-0.00011532545
 06/29  09:21:00,0.690425172,-0.091722194,18,20,0.5,17.986843670040003,20.0039620706,0.6430317788499997,-0.0183444388,-0.016509994920000003,-0.0045861097
 06/29  09:22:00,0.749881861,-0.097667863,18,20,0.5,18.004423885380003,19.984428498,0.6479151719999997,-0.0195335726,-0.01758021534,-0.00488339315
 06/29  09:23:00,0.679661461,-0.033264993,18,20,0.5,18.004423885380003,19.984428498,0.6495784216499997,0.0,0.0,-0.0016632496500000001
 06/29  09:24:00,0.614822916,0.030804716,18,20,0.5,18.004423885380003,19.984428498,0.6480381858499997,0.0,0.0,0.0015402358
 06/29  09:25:00,0.794730656,-0.135187084,18,20,0.5,18.028757560500004,19.9573910812,0.6547975400499997,-0.027037416800000002,-0.024333675120000002,-0.006759354200000001
 06/29  09:26:00,0.780379042,-0.113429011,18,20,0.5,18.049174782480005,19.934705279,0.6604689905999996,-0.0226858022,-0.02041722198,-0.00567145055
 06/29  09:27:00,0.759620456,-0.054202973,18,20,0.5,18.049174782480005,19.923864684399998,0.6631791392499996,-0.0108405946,0.0,-0.0027101486500000003
 06/29  09:28:00,0.741937217,-0.033572527,18,20,0.5,18.049174782480005,19.923864684399998,0.6648577655999997,0.0,0.0,-0.00167862635
 06/29  09:29:00,0.74116838,-0.029574577,18,20,0.5,18.049174782480005,19.923864684399998,0.6663364944499997,0.0,0.0,-0.0014787288500000002
 06/29  09:30:00,0.757570226,-0.026550487,18,20,0.5,18.049174782480005,19.923864684399998,0.6676640187999997,0.0,0.0,-0.0013275243500000002
 06/29  09:31:00,0.78063532,-0.040594567,18,20,0.5,18.049174782480005,19.923864684399998,0.6696937471499997,0.0,0.0,-0.00202972835
 06/29  09:32:00,0.802162742,-0.0568939,18,20,0.5,18.059415684480005,19.912485904399997,0.6725384421499997,-0.01137878,-0.010240902,-0.002844695
 06/29  09:33:00,0.843167355,-0.081547924,18,20,0.5,18.074094310800003,19.8961763196,0.6766158383499997,-0.0163095848,-0.014678626319999999,-0.0040773962
 06/29  09:34:00,0.279866484,0.448257304,18,20,0.5,17.993407996080002,19.985827780399998,0.6542029731499998,0.0896514608,0.08068631472,0.022412865200000003
 06/29  09:35:00,0.299343675,0.379241415,18,20,0.5,17.925144541380003,20.061676063399997,0.6352409023999998,0.075848283,0.0682634547,0.018962070750000004
 06/29  09:36:00,0.266283706,0.36089185,18,20,0.5,17.860184008380003,20.133854433399996,0.6171963098999997,0.07217837,0.064960533,0.0180445925
 06/29  09:37:00,0.248344188,0.327703741,18,20,0.5,17.801197335,20.199395181599996,0.6008111228499997,0.0655407482,0.05898667338,0.01638518705
 06/29  09:38:00,0.251163255,0.275807278,18,20,0.5,17.751552024960002,20.254556637199997,0.5870207589499997,0.05516145559999999,0.049645310039999994,0.0137903639
 06/29  09:39:00,0.478482578,0.022219375,18,20,0.5,17.751552024960002,20.254556637199997,0.5859097901999997,0.0,0.0,0.00111096875
 06/29  09:40:00,0.288323685,0.165453614,18,20,0.5,17.721770374440002,20.287647359999998,0.5776371094999997,0.0330907228,0.029781650519999998,0.0082726807
 06/29  09:41:00,0.31138878,0.095463865,18,20,0.5,17.704586878740002,20.306740132999998,0.5728639162499997,0.019092773,0.0171834957,0.00477319325
 06/29  09:42:00,0.528200671,-0.148744233,18,20,0.5,17.73136084068,20.276991286399998,0.5803011278999997,-0.0297488466,-0.02677396194,-0.007437211650000001
 06/29  09:43:00,0.396729631,-0.061916966,18,20,0.5,17.74250589456,20.264607893199997,0.5833969761999996,-0.0123833932,-0.01114505388,-0.0030958483
 06/29  09:44:00,0.3377855,0.002819067,18,20,0.5,17.74250589456,20.264607893199997,0.5832560228499997,0.0,0.0,0.00014095335000000001
 06/29  09:45:00,0.357775249,-0.011327525,18,20,0.5,17.74250589456,20.264607893199997,0.5838223990999997,0.0,0.0,-0.00056637625
 06/29  09:46:00,0.958492829,-0.542824192,18,20,0.5,17.840214249120002,20.156043054799998,0.6109636086999997,-0.1085648384,-0.09770835456,-0.0271412096
 06/29  09:47:00,0.533326248,-0.089159405,18,20,0.5,17.856262942020003,20.1382111738,0.6154215789499997,-0.017831881,-0.0160486929,-0.00445797025
 06/29  09:48:00,0.78499206,-0.287442337,18,20,0.5,17.908002562680004,20.0807227064,0.6297936957999997,-0.0574884674,-0.05173962066,-0.01437211685
 06/29  09:49:00,0.924664024,-0.382496156,18,20,0.5,17.976851870760004,20.0042234752,0.6489185035999997,-0.0764992312,-0.06884930808,-0.0191248078
 06/29  09:50:00,0.484376991,0.077396207,18,20,0.5,17.962920553500005,20.0197027166,0.6450486932499997,0.0154792414,0.01393131726,0.00386981035
 06/29  09:51:00,0.541270892,0.043490517,18,20,0.5,17.962920553500005,20.0197027166,0.6428741673999997,0.0,0.0,0.00217452585
 06/29  09:52:00,0.391091497,0.179958995,18,20,0.5,17.930527934400004,20.055694515600003,0.6338762176499997,0.035991799000000005,0.032392619100000006,0.008997949750000001
 06/29  09:53:00,0.393398006,0.177319324,18,20,0.5,17.898610456080004,20.091158380400003,0.6250102514499997,0.0354638648,0.03191747832,0.0088659662
 06/29  09:54:00,0.391347775,0.184725782,18,20,0.5,17.865359815320005,20.128103536800005,0.6157739623499997,0.036945156400000005,0.033250640760000005,0.009236289100000001
 06/29  09:55:00,0.898523583,-0.268375192,18,20,0.5,17.913667349880004,20.074428498400003,0.6291927219499998,-0.0536750384,-0.048307534560000004,-0.0134187596
 06/29  09:56:00,0.871358027,-0.249923117,18,20,0.5,17.958653510940003,20.024443875000003,0.6416888777999997,-0.0499846234,-0.04498616106,-0.012496155850000001
 06/29  09:57:00,0.848036653,-0.195130702,18,20,0.5,17.993777037300003,19.985417734600002,0.6514454128999997,-0.0390261404,-0.03512352636,-0.0097565351
 06/29  09:58:00,0.872383142,-0.210738083,18,20,0.5,18.031709892240002,19.943270118,0.6619823170499997,-0.0421476166,-0.037932854939999996,-0.01053690415
 06/29  09:59:00,0.873408257,-0.216888775,18,20,0.5,18.070749871740002,19.899892363,0.6728267557999996,-0.043377755000000004,-0.0390399795,-0.010844438750000001
 06/29  10:00:00,0.860850595,-0.166683752,18,20,0.5,18.100752947100002,19.8665556126,0.6811609433999997,-0.0333367504,-0.03000307536,-0.0083341876
 06/29  10:01:00,0.87058919,-0.143490517,18,20,0.5,18.12658124016,19.8378575092,0.6883354692499997,-0.028698103400000004,-0.025828293060000004,-0.007174525850000001
 06/29  10:02:00,0.859825479,-0.085853408,18,20,0.5,18.1420348536,19.8206868276,0.6926281396499997,-0.0171706816,-0.015453613440000001,-0.0042926704
 06/29  10:03:00,0.813439011,0.00253716,18,20,0.5,18.1420348536,19.8206868276,0.6925012816499997,0.0,0.0,0.000126858
 06/29  10:04:00,0.675560999,0.168836495,18,20,0.5,18.1116442845,19.8544541266,0.6840594568999997,0.033767299,0.0303905691,0.00844182475
 06/29  10:05:00,0.249625582,0.529882112,18,20,0.5,18.016265504339998,19.960430549,0.6575653512999997,0.10597642239999999,0.09537878016,0.0264941056
 06/29  10:06:00,0.425945418,0.309021015,18,20,0.5,17.96064172164,20.022234752000003,0.6421143005499997,0.061804203,0.055623782700000006,0.01545105075
 06/29  10:07:00,0.212208872,0.459174783,18,20,0.5,17.8779902607,20.114069708600002,0.6191555613999997,0.09183495659999999,0.08265146093999999,0.02295873915
 06/29  10:08:00,0.507185807,0.127678114,18,20,0.5,17.85500820018,20.139605331400002,0.6127716556999997,0.025535622800000005,0.022982060520000003,0.006383905700000001
 06/29  10:09:00,0.329072019,0.251358278,18,20,0.5,17.809763710139997,20.189876987,0.6002037417999997,0.05027165559999999,0.045244490039999995,0.0125679139
 06/29  10:10:00,0.531276017,0.016196822,18,20,0.5,17.809763710139997,20.189876987,0.5993939006999996,0.0,0.0,0.0008098411
 06/29  10:11:00,0.896729631,-0.346642748,18,20,0.5,17.872159404779996,20.1205484374,0.6167260380999996,-0.0693285496,-0.06239569464,-0.0173321374
 06/29  10:12:00,0.259364177,0.230676576,18,20,0.5,17.830637621099996,20.1666837526,0.6051922092999996,0.0461353152,0.04152178368,0.0115338288
 06/29  10:13:00,0.253213485,0.180804716,18,20,0.5,17.798092772219995,20.2028446958,0.5961519734999996,0.036160943200000004,0.032544848880000005,0.009040235800000001
 06/29  10:14:00,0.198113537,0.188159918,18,20,0.5,17.764223986979996,20.2404766794,0.5867439775999996,0.0376319836,0.033868785240000004,0.0094079959
 06/29  10:15:00,0.182736807,0.19684777,18,20,0.5,17.728791388379996,20.2798462334,0.5769015890999997,0.039369554,0.0354325986,0.0098423885
 06/29  10:16:00,0.182224249,0.172988211,18,20,0.5,17.697653510399995,20.314443875600002,0.5682521785499997,0.0345976422,0.031137877980000003,0.00864941055
 06/29  10:17:00,0.882378016,-0.460148642,18,20,0.5,17.780480265959994,20.222414147200002,0.5912596106499997,-0.09202972840000001,-0.08282675556,-0.023007432100000003
 06/29  10:18:00,0.921588678,-0.457919016,18,20,0.5,17.862905688839994,20.130830344000003,0.6141555614499996,-0.09158380320000001,-0.08242542288000002,-0.022895950800000002
 06/29  10:19:00,0.925176581,-0.401896463,18,20,0.5,17.935247052179996,20.050451051400003,0.6342503845999996,-0.0803792926,-0.07234136333999999,-0.02009482315
 06/29  10:20:00,0.941322148,-0.377037417,18,20,0.5,18.003113787239997,19.975043568000004,0.6531022554499996,-0.0754074834,-0.06786673506,-0.01885187085
 06/29  10:21:00,0.964130964,-0.3931061,18,20,0.5,18.073872885239997,19.896422348000005,0.6727575604499996,-0.07862122,-0.070759098,-0.019655305
 06/29  10:22:00,0.422101235,0.165197335,18,20,0.5,18.044137364939996,19.929461815000003,0.6644976936999996,0.033039467,0.029735520300000002,0.00825986675
 06/29  10:23:00,0.70836469,-0.075550999,18,20,0.5,18.057736544759997,19.914351615200005,0.6682752436499996,-0.0151101998,-0.01359917982,-0.00377754995
 06/29  10:24:00,0.845473865,-0.147924142,18,20,0.5,18.084362890319998,19.884766786800004,0.6756714507499996,-0.029584828400000002,-0.02662634556,-0.007396207100000001
 06/29  10:25:00,0.938246802,-0.165146079,18,20,0.5,18.11408918454,19.851737571000005,0.6839287546999996,-0.033029215800000004,-0.02972629422,-0.008257303950000001
 06/29  10:26:00,0.932608667,-0.084469502,18,20,0.5,18.1292936949,19.834843670600005,0.6881522297999996,-0.016893900400000002,-0.015204510360000001,-0.0042234751000000004
 06/29  10:27:00,0.935940292,-0.0824449,18,20,0.5,18.1441337769,19.818354690600007,0.6922744747999996,-0.01648898,-0.014840082,-0.004122245
 06/29  10:28:00,0.925176581,-0.071322399,18,20,0.5,18.156971808719998,19.804090210800005,0.6958405947499996,-0.0142644798,-0.01283803182,-0.00356611995
 06/29  10:29:00,0.909799851,-0.057483342,18,20,0.5,18.167318810279998,19.792593542400006,0.6987147618499996,-0.0114966684,-0.010347001560000001,-0.0028741671
 06/29  10:30:00,0.907237063,-0.058329062,18,20,0.5,18.17781804144,19.780927730000005,0.7016312149499996,-0.0116658124,-0.01049923116,-0.0029164531000000003
 06/29  10:31:00,0.656596366,0.161558175,18,20,0.5,18.14873756994,19.813239365000005,0.6935533061999996,0.032311635000000005,0.029080471500000003,0.00807790875
 06/29  10:32:00,0.332916202,0.476319836,18,20,0.5,18.06299999946,19.908503332200006,0.6697373143999995,0.0952639672,0.08573757048,0.023815991800000002
 06/29  10:33:00,0.334197596,0.437621733,18,20,0.5,17.984228087520002,19.996027678800004,0.6478562277499995,0.08752434660000001,0.07877191194000001,0.021881086650000003
 06/29  10:34:00,0.37494593,0.349820605,18,20,0.5,17.92126037862,20.065991799800006,0.6303651974999995,0.069964121,0.0629677089,0.01749103025
 06/29  10:35:00,0.672229375,0.025935417,18,20,0.5,17.92126037862,20.065991799800006,0.6290684266499995,0.0,0.0,0.0012967708500000001
 06/29  10:36:00,0.900573813,-0.205612506,18,20,0.5,17.958270629700003,20.024869298600006,0.6393490519499995,-0.0411225012,-0.03701025108,-0.0102806253
 06/29  10:37:00,0.900061256,-0.208687853,18,20,0.5,17.995834443240003,19.983131728000007,0.6497834445999995,-0.041737570599999996,-0.03756381354,-0.01043439265
 06/29  10:38:00,0.866488729,-0.180984111,18,20,0.5,18.028411583220002,19.946934905800006,0.6588326501499995,-0.0361968222,-0.03257713998,-0.00904920555
 06/29  10:39:00,0.90569939,-0.220604818,18,20,0.5,18.068120450460004,19.902813942200005,0.6698628910499995,-0.0441209636,-0.03970886724,-0.011030240900000002
 06/29  10:40:00,0.728610718,-0.061378781,18,20,0.5,18.079168631040005,19.890538186000004,0.6729318300999996,-0.0122757562,-0.01104818058,-0.0030689390500000004
 06/29  10:41:00,0.769615331,-0.091081497,18,20,0.5,18.095563300500004,19.872321886600005,0.6774859049499996,-0.0182162994,-0.01639466946,-0.00455407485
 06/29  10:42:00,0.881096622,-0.147744746,18,20,0.5,18.122157354780004,19.842772937400007,0.6848731422499996,-0.0295489492,-0.02659405428,-0.007387237300000001
 06/29  10:43:00,0.875714767,-0.088211174,18,20,0.5,18.138035366100006,19.825130702600006,0.6892837009499996,-0.0176422348,-0.01587801132,-0.0044105587
 06/29  10:44:00,0.88596592,-0.047360328,18,20,0.5,18.138035366100006,19.825130702600006,0.6916517173499995,0.0,0.0,-0.0023680164000000003
 06/29  10:45:00,0.894935679,-0.034059457,18,20,0.5,18.138035366100006,19.825130702600006,0.6933546901999995,0.0,0.0,-0.0017029728500000002
 06/29  10:46:00,0.925945418,-0.062532035,18,20,0.5,18.149291132400005,19.812624295600006,0.6964812919499995,-0.012506406999999999,-0.0112557663,-0.00312660175
 06/29  10:47:00,0.653264741,0.18546899,18,20,0.5,18.115906714200005,19.849718093600007,0.6872078424499996,0.037093798,0.0333844182,0.009273449500000001
 06/29  10:48:00,0.58996387,0.221117376,18,20,0.5,18.076105586520004,19.893941568800006,0.6761519736499996,0.04422347520000001,0.039801127680000006,0.0110558688
 06/29  10:49:00,0.918257053,-0.105920041,18,20,0.5,18.095171193900004,19.872757560600007,0.6814479756999996,-0.0211840082,-0.019065607380000002,-0.005296002050000001
 06/29  10:50:00,0.490783962,0.297770374,18,20,0.5,18.041572526580005,19.93231163540001,0.6665594569999996,0.0595540748,0.05359866732,0.0148885187
 06/29  10:51:00,0.907493342,-0.105151205,18,20,0.5,18.060499743480005,19.91128139440001,0.6718170172499996,-0.021030240999999998,-0.0189272169,-0.00525756025
 06/29  10:52:00,0.89262917,-0.089133778,18,20,0.5,18.076543823520005,19.89345463880001,0.6762737061499996,-0.0178267556,-0.01604408004,-0.0044566889
 06/29  10:53:00,0.888016151,-0.08329062,18,20,0.5,18.091536135120005,19.87679651480001,0.6804382371499996,-0.016658124,-0.014992311599999999,-0.004164531
 06/29  10:54:00,0.884940805,-0.080317786,18,20,0.5,18.105993336600005,19.86073295760001,0.6844541264499996,-0.016063557200000002,-0.014457201480000001,-0.0040158893000000005
 06/29  10:55:00,0.882378016,-0.079010763,18,20,0.5,18.120215273940005,19.84493080500001,0.6884046645999996,-0.0158021526,-0.01422193734,-0.00395053815
 06/29  10:56:00,0.884428247,-0.085212711,18,20,0.5,18.135553561920005,19.827888262800013,0.6926653001499996,-0.0170425422,-0.015338287979999999,-0.00426063555
 06/29  10:57:00,0.884428247,-0.062096361,18,20,0.5,18.146730906900004,19.815468990600014,0.6957701181999996,-0.012419272200000001,-0.01117734498,-0.0031048180500000003
 06/29  10:58:00,0.884940805,-0.033111225,18,20,0.5,18.146730906900004,19.815468990600014,0.6974256794499996,0.0,0.0,-0.0016555612500000001
 06/29  10:59:00,0.88160918,-0.033444387,18,20,0.5,18.146730906900004,19.815468990600014,0.6990978987999995,0.0,0.0,-0.00167221935
 06/29  11:00:00,0.880071507,0.00702204,18,20,0.5,18.146730906900004,19.815468990600014,0.6987467967999995,0.0,0.0,0.00035110200000000005
 06/29  11:01:00,0.886991035,-0.001947719,18,20,0.5,18.146730906900004,19.815468990600014,0.6988441827499995,0.0,0.0,-9.738595000000002e-05
 06/29  11:02:00,0.895191958,-0.009892363,18,20,0.5,18.146730906900004,19.815468990600014,0.6993388008999994,0.0,0.0,-0.00049461815
 06/29  11:03:00,0.89903614,-0.012634546,18,20,0.5,18.146730906900004,19.815468990600014,0.6999705281999995,0.0,0.0,-0.0006317273
 06/29  11:04:00,0.894166843,-0.006842645,18,20,0.5,18.146730906900004,19.815468990600014,0.7003126604499995,0.0,0.0,-0.00034213225
 06/29  11:05:00,0.906468227,-0.016735008,18,20,0.5,18.146730906900004,19.815468990600014,0.7011494108499995,0.0,0.0,-0.0008367504
 06/29  11:06:00,0.902880323,-0.011301897,18,20,0.5,18.146730906900004,19.815468990600014,0.7017145056999995,0.0,0.0,-0.00056509485
 06/29  11:07:00,0.8946794,-0.002075858,18,20,0.5,18.146730906900004,19.815468990600014,0.7018182985999994,0.0,0.0,-0.0001037929
 06/29  11:08:00,0.882890574,0.009507945,18,20,0.5,18.146730906900004,19.815468990600014,0.7013429013499994,0.0,0.0,0.00047539725000000005
 06/29  11:09:00,0.88596592,0.006868273,18,20,0.5,18.146730906900004,19.815468990600014,0.7009994876999994,0.0,0.0,0.00034341365000000005
 06/29  11:10:00,0.878277555,0.014377242,18,20,0.5,18.146730906900004,19.815468990600014,0.7002806255999994,0.0,0.0,0.0007188621
 06/29  11:11:00,0.882121738,0.01004613,18,20,0.5,18.146730906900004,19.815468990600014,0.6997783190999993,0.0,0.0,0.0005023065000000001
 06/29  11:12:00,0.884428247,0.00666325,18,20,0.5,18.146730906900004,19.815468990600014,0.6994451565999993,0.0,0.0,0.00033316250000000003
 06/29  11:13:00,0.882378016,0.007047668,18,20,0.5,18.146730906900004,19.815468990600014,0.6990927731999993,0.0,0.0,0.00035238340000000003
 06/29  11:14:00,0.888016151,0.000794464,18,20,0.5,18.146730906900004,19.815468990600014,0.6990530499999993,0.0,0.0,3.9723200000000006e-05
 06/29  11:15:00,0.8946794,-0.007047668,18,20,0.5,18.146730906900004,19.815468990600014,0.6994054333999993,0.0,0.0,-0.00035238340000000003
 06/29  11:16:00,0.906980784,-0.018939005,18,20,0.5,18.146730906900004,19.815468990600014,0.7003523836499993,0.0,0.0,-0.00094695025
 06/29  11:17:00,0.314976684,0.515094823,18,20,0.5,18.054013838760003,19.918487955200014,0.6745976424999993,0.1030189646,0.09271706814,0.02575474115
 06/29  11:18:00,0.696832142,0.114633522,18,20,0.5,18.033379804800003,19.941414659600014,0.6688659663999993,0.0229267044,0.02063403396,0.0057316761
 06/29  11:19:00,0.935940292,-0.119477191,18,20,0.5,18.05488569918,19.917519221400013,0.6748398259499993,-0.023895438199999997,-0.021505894379999998,-0.00597385955
