Date/Time,PV.Minute.PU,BAT.Minute.PU,baseline heating setpoint (C),baseline cooling setpoint (C),base LED intensity (-)
 06/29  05:47:00,0.0051242050017771,0.00041277971459473,18,20,0.5
 06/29  05:48:00,0.0051842732147043,0.0002720478246731302,18,20,0.5
 06/29  05:49:00,0.0054278357142316,1.911020698370375e-06,18,20,0.5
 06/29  05:50:00,0.0055037547359584,-9.299115954408948e-05,18,20,0.5
 06/29  05:51:00,0.0055037244863233,-0.00011194482466552,18,20,0.5
 06/29  05:52:00,0.0055511256645466,-0.00017358753110038958,18,20,0.5
 06/29  05:53:00,0.0058642396376093,-0.00046046070194276974,18,20,0.5
 06/29  05:54:00,0.0062849137507278,-0.0008030174011025796,18,20,0.5
 06/29  05:55:00,0.0065917584869132,-0.0009757564299380803,18,20,0.5
 06/29  05:56:00,0.0067941436706419,-0.0010111462342985503,18,20,0.5
 06/29  05:57:00,0.0066928830170986,-0.0007530177792231,18,20,0.5
 06/29  05:58:00,0.0068067199564405,-0.0007046100443913799,18,20,0.5
 06/29  05:59:00,0.0068257242897007,-0.0005838255201046699,18,20,0.5
 06/29  06:00:00,0.0068320691506658,-0.0004573389395990295,18,20,0.5
 06/29  06:01:00,0.0068320389010307,-0.00032447724849318967,18,20,0.5
 06/29  06:02:00,0.0069806553583447,-0.0003301407364273805,18,20,0.5
 06/29  06:03:00,0.0075974227310883,-0.00077358979982308,18,20,0.5
 06/29  06:04:00,0.0085620079707788,-0.00151046561750848,18,20,0.5
 06/29  06:05:00,0.0095202407870955,-0.0021758502038069488,18,20,0.5
 06/29  06:06:00,0.0107536696588597,-0.003013326476749371,18,20,0.5
 06/29  06:07:00,0.0123761844622749,-0.004067511135646941,18,20,0.5
 06/29  06:08:00,0.0142422844524437,-0.005190054676215418,18,20,0.5
 06/29  06:09:00,0.0159123668070753,-0.005951472779109559,18,20,0.5
 06/29  06:10:00,0.0172946238835994,-0.006287474382340301,18,20,0.5
 06/29  06:11:00,0.0181423699076629,-0.0060041873057405815,18,20,0.5
 06/29  06:12:00,0.0183605454009211,-0.005084373794741141,18,20,0.5
 06/29  06:13:00,0.018218145243623,-0.003879901386189568,18,20,0.5
 06/29  06:14:00,0.0183320351198263,-0.0030167885474881202,18,20,0.5
 06/29  06:15:00,0.0188415902233179,-0.0025942087073574822,18,20,0.5
 06/29  06:16:00,0.0191483971474594,-0.0020615428826390066,18,20,0.5
 06/29  06:17:00,0.0195310550316486,-0.0017287137098908369,18,20,0.5
 06/29  06:18:00,0.0205619625963261,-0.002127653460180099,18,20,0.5
 06/29  06:19:00,0.0216466388874184,-0.0026389025432380885,18,20,0.5
 06/29  06:20:00,0.0224276844660561,-0.002906642063630123,18,20,0.5
 06/29  06:21:00,0.0235757337427117,-0.0035113549567808364,18,20,0.5
 06/29  06:22:00,0.0249262287023662,-0.0042052815862908335,18,20,0.5
 06/29  06:23:00,0.0266438029841265,-0.005080290094000781,18,20,0.5
 06/29  06:24:00,0.0288200373582993,-0.006207724244326283,18,20,0.5
 06/29  06:25:00,0.0311571997912775,-0.007313325720508516,18,20,0.5
 06/29  06:26:00,0.0329884370769777,-0.007760559013256889,18,20,0.5
 06/29  06:27:00,0.0350256743778028,-0.008248334379466572,18,20,0.5
 06/29  06:28:00,0.0384193053171296,-0.009856231046713019,18,20,0.5
 06/29  06:29:00,0.0424267769770027,-0.01178568889762769,18,20,0.5
 06/29  06:30:00,0.0466999916813503,-0.013631672880445873,18,20,0.5
 06/29  06:31:00,0.0492556321039377,-0.013619323466910666,18,20,0.5
 06/29  06:32:00,0.050938116808966,-0.01270061936127899,18,20,0.5
 06/29  06:33:00,0.0547907103370565,-0.01373852215407649,18,20,0.5
 06/29  06:34:00,0.0510523091815205,-0.007776893816218371,18,20,0.5
 06/29  06:35:00,0.0496445667874131,-0.0045204147224974095,18,20,0.5
 06/29  06:36:00,0.048881897862107,-0.002168399718678382,18,20,0.5
 06/29  06:37:00,0.0488311540992036,-0.0007371079836348965,18,20,0.5
 06/29  06:38:00,0.0496818494626908,-0.00046154893256598883,18,20,0.5
 06/29  06:39:00,0.0514022974597868,-0.0012844448813835799,18,20,0.5
 06/29  06:40:00,0.0542073461238873,-0.0033387581012303755,18,20,0.5
 06/29  06:41:00,0.0571769528030068,-0.005516232710442964,18,20,0.5
 06/29  06:42:00,0.061047922984429,-0.008376222274318862,18,20,0.5
 06/29  06:43:00,0.0669305695250051,-0.013044882896100098,18,20,0.5
 06/29  06:44:00,0.075298904206968,-0.018988558075518247,18,20,0.5
 06/29  06:45:00,0.0835978916004325,-0.023892212987680815,18,20,0.5
 06/29  06:46:00,0.0916563943947426,-0.02767326612872735,18,20,0.5
 06/29  06:47:00,0.1002147724093078,-0.03109328231228213,18,20,0.5
 06/29  06:48:00,0.1100761534563989,-0.034915232960002415,18,20,0.5
 06/29  06:49:00,0.1186216753760407,-0.03673881708801882,18,20,0.5
 06/29  06:50:00,0.1225397593641526,-0.03382365975210419,18,20,0.5
 06/29  06:51:00,0.1300288127774458,-0.034027527167953486,18,20,0.5
 06/29  06:52:00,0.1431632043438476,-0.038950390598413445,18,20,0.5
 06/29  06:53:00,0.1528952682008273,-0.040085984587810916,18,20,0.5
 06/29  06:54:00,0.1595645565025372,-0.038328707659963906,18,20,0.5
 06/29  06:55:00,0.1631226698327951,-0.03393434316698557,18,20,0.5
 06/29  06:56:00,0.1680442854658065,-0.03121716969289054,18,20,0.5
 06/29  06:57:00,0.17348090113663,-0.02932717249098185,18,20,0.5
 06/29  06:58:00,0.1767826488092987,-0.025958270628360564,18,20,0.5
 06/29  06:59:00,0.1770957325327263,-0.0204239486361196,18,20,0.5
 06/29  07:00:00,0.1724811506961197,-0.010815227666316263,18,20,0.5
 06/29  07:01:00,0.1641284702003282,0.0009474185717634476,18,20,0.5
 06/29  07:02:00,0.1537581390424478,0.012377243199503868,18,20,0.5
 06/29  07:03:00,0.1487737554165753,0.01694947554695117,18,20,0.5
 06/29  07:04:00,0.1488713104898172,0.01578259587243727,18,20,0.5
 06/29  07:05:00,0.1503890859316509,0.012991462040489177,18,20,0.5
 06/29  07:06:00,0.152138271082105,0.009651675451664898,18,20,0.5
 06/29  07:07:00,0.1564579189763523,0.003629729341389859,18,20,0.5
 06/29  07:08:00,0.1763954534798424,-0.016346524695045855,18,20,0.5
 06/29  07:09:00,0.1944416295478435,-0.03265811106153527,18,20,0.5
 06/29  07:10:00,0.2802832878328405,-0.1077195556328602,18,20,0.5
 06/29  07:11:00,0.2743725091316086,-0.09078437303850023,18,20,0.5
 06/29  07:12:00,0.2873707773399984,-0.09042137741713499,18,20,0.5
 06/29  07:13:00,0.2872323852593528,-0.07643712235221164,18,20,0.5
 06/29  07:14:00,0.2334167719101888,-0.014166962861010518,18,20,0.5
 06/29  07:15:00,0.2888235160663375,-0.05573026400369052,18,20,0.5
 06/29  07:16:00,0.3671496525073166,-0.11255526230214846,18,20,0.5
 06/29  07:17:00,0.3623860912177747,-0.08719888378846435,18,20,0.5
 06/29  07:18:00,0.2171454931824885,0.062116718217086475,18,20,0.5
 06/29  07:19:00,0.1863755643447551,0.09208004053451102,18,20,0.5
 06/29  07:20:00,0.1837166214182541,0.08508231681955339,18,20,0.5
 06/29  07:21:00,0.221099120491859,0.04237247888197351,18,20,0.5
 06/29  07:22:00,0.2665930592212231,-0.005199231659268055,18,20,0.5
 06/29  07:23:00,0.2045261016538988,0.04859709754751082,18,20,0.5
 06/29  07:24:00,0.2219370353845106,0.030038190164331235,18,20,0.5
 06/29  07:25:00,0.1824975611231689,0.05884506893135605,18,20,0.5
 06/29  07:26:00,0.1691748655781839,0.052370285783427756,18,20,0.5
 06/29  07:27:00,0.1653808050940385,0.03646381765519954,18,20,0.5
 06/29  07:28:00,0.1646729636323762,0.031924406161850605,18,20,0.5
 06/29  07:29:00,0.1668600122511022,0.027785802333759324,18,20,0.5
 06/29  07:30:00,0.167959586487488,0.02511052460429694,18,20,0.5
 06/29  07:31:00,0.1720818555126179,0.016086529081242917,18,20,0.5
 06/29  07:32:00,0.1775797266945467,0.0016873246466464764,18,20,0.5
 06/29  07:33:00,0.1875273192017121,-0.009960146105737588,18,20,0.5
 06/29  07:34:00,0.1967065709769876,-0.021662444321765395,18,20,0.5
 06/29  07:35:00,0.2010655433968828,-0.024164618514289193,18,20,0.5
 06/29  07:36:00,0.2035248387316328,-0.023188916533694315,18,20,0.5
 06/29  07:37:00,0.2007070852207845,-0.016838535010171435,18,20,0.5
 06/29  07:38:00,0.1974393683876188,-0.010294177701481472,18,20,0.5
 06/29  07:39:00,0.2386817209017416,-0.04435435935054033,18,20,0.5
 06/29  07:40:00,0.3092526071404264,-0.10079594352393129,18,20,0.5
 06/29  07:41:00,0.1986871658360621,0.012430028812777438,18,20,0.5
 06/29  07:42:00,0.2116612343363608,0.0028641110766601807,18,20,0.5
 06/29  07:43:00,0.2095135102432826,0.007210454273895384,18,20,0.5
 06/29  07:44:00,0.2080932898746909,0.009769346532257445,18,20,0.5
 06/29  07:45:00,0.2986274228067124,-0.0710085984587811,18,20,0.5
 06/29  07:46:00,0.2883561592038296,-0.05225420280867865,18,20,0.5
 06/29  07:47:00,0.2224202733054532,0.015853001898164604,18,20,0.5
 06/29  07:48:00,0.2295002004038326,0.011979158001406615,18,20,0.5
 06/29  07:49:00,0.2398591879485453,0.0017379171613742805,18,20,0.5
 06/29  07:50:00,0.2707538965311231,-0.0330066624821338,18,20,0.5
 06/29  07:51:00,0.3261515657967376,-0.0756578917516808,18,20,0.5
 06/29  07:52:00,0.2636475010020191,-0.00795520029039648,18,20,0.5
 06/29  07:53:00,0.2477671988081644,0.011750470759946452,18,20,0.5
 06/29  07:54:00,0.2739845575612744,-0.00787776122450523,18,20,0.5
 06/29  07:55:00,0.3884718640581398,-0.11338062359622791,18,20,0.5
 06/29  07:56:00,0.5787813934494416,-0.27464762956296845,18,20,0.5
 06/29  07:57:00,0.4655116347659056,-0.13706873473338727,18,20,0.5
 06/29  07:58:00,0.4051484878963647,-0.059140759114593155,18,20,0.5
 06/29  07:59:00,0.2754448586963919,0.07412143716016434,18,20,0.5
 06/29  08:00:00,0.2586510175221011,0.0897049904335529,18,20,0.5
 06/29  08:01:00,0.2576641231765141,0.08384314051711761,18,20,0.5
 06/29  08:02:00,0.2932248379753919,0.05124015941557708,18,20,0.5
 06/29  08:03:00,0.3161192743112536,0.035180930630024254,18,20,0.5
 06/29  08:04:00,0.2650669651297331,0.08534148056839064,18,20,0.5
 06/29  08:05:00,0.2453116846778035,0.09078074308228662,18,20,0.5
 06/29  08:06:00,0.2380026165934373,0.06401193348105239,18,20,0.5
 06/29  08:07:00,0.2294767569366194,0.0489343053549417,18,20,0.5
 06/29  08:08:00,0.2276504352166252,0.03301082180696191,18,20,0.5
 06/29  08:09:00,0.2353716545794166,0.021282282032472954,18,20,0.5
 06/29  08:10:00,0.2476658625305332,0.007889558582199585,18,20,0.5
 06/29  08:11:00,0.2579877942722316,-0.0024000060499270726,18,20,0.5
 06/29  08:12:00,0.2742545355546649,-0.020563777574433062,18,20,0.5
 06/29  08:13:00,0.2743808277812649,-0.02486391445403191,18,20,0.5
 06/29  08:14:00,0.2603457533293504,-0.011300961182155678,18,20,0.5
 06/29  08:15:00,0.5105465352824182,-0.23497825807476208,18,20,0.5
 06/29  08:16:00,0.5182246489151725,-0.21463416847534283,18,20,0.5
 06/29  08:17:00,0.3001852790150719,0.01047605363260301,18,20,0.5
 06/29  08:18:00,0.2014897945293534,0.10655547404959437,18,20,0.5
 06/29  08:19:00,0.1871370989087444,0.11608471410313617,18,20,0.5
 06/29  08:20:00,0.1795066284512943,0.11689926115266233,18,20,0.5
 06/29  08:21:00,0.1867446098931431,0.10253696127290471,18,20,0.5
 06/29  08:22:00,0.1897718421271543,0.09106145969614243,18,20,0.5
 06/29  08:23:00,0.2306799361732699,0.04578327648922734,18,20,0.5
 06/29  08:24:00,0.5452194232907066,-0.2402688436320738,18,20,0.5
 06/29  08:25:00,0.3574213698547261,-0.06778330673886246,18,20,0.5
 06/29  08:26:00,0.4997164096708083,-0.2119291704793811,18,20,0.5
 06/29  08:27:00,0.5236703394765301,-0.21353459423895704,18,20,0.5
 06/29  08:28:00,0.5486641004892878,-0.20381092465572137,18,20,0.5
 06/29  08:29:00,0.5446310678877436,-0.1640284951562772,18,20,0.5
 06/29  08:30:00,0.5518834179062716,-0.13404316622930745,18,20,0.5
 06/29  08:31:00,0.5534238805744406,-0.09891570182934672,18,20,0.5
 06/29  08:32:00,0.5544047249930047,-0.06343325796132576,18,20,0.5
 06/29  08:33:00,0.5582789470102018,-0.03454757889482962,18,20,0.5
 06/29  08:34:00,0.5629623467666922,-0.037456686303721565,18,20,0.5
 06/29  08:35:00,0.577073045306391,-0.029602217298253852,18,20,0.5
 06/29  08:36:00,0.5951033403159575,-0.03809381924330535,18,20,0.5
 06/29  08:37:00,0.6095619096594648,-0.04396323156851922,18,20,0.5
 06/29  08:38:00,0.6040542073461239,-0.032916518569494846,18,20,0.5
 06/29  08:39:00,0.4395854287507657,0.12104769611216565,18,20,0.5
 06/29  08:40:00,0.4228362057882677,0.12489219786286337,18,20,0.5
 06/29  08:41:00,0.4088888552781832,0.12438604584332202,18,20,0.5
 06/29  08:42:00,0.3032140237308388,0.20494180726444994,18,20,0.5
 06/29  08:43:00,0.2912676865835306,0.19018701836909097,18,20,0.5
 06/29  08:44:00,0.2969833551382786,0.15787345065150155,18,20,0.5
 06/29  08:45:00,0.3232241573586019,0.10624775963639943,18,20,0.5
 06/29  08:46:00,0.3052475554513623,0.09523878305717942,18,20,0.5
 06/29  08:47:00,0.2910839200502144,0.07755461949740233,18,20,0.5
 06/29  08:48:00,0.2843148079526291,0.052349791655638134,18,20,0.5
 06/29  08:49:00,0.2708786762759674,0.04891524808481995,18,20,0.5
 06/29  08:50:00,0.2706117232460884,0.033959752860481085,18,20,0.5
 06/29  08:51:00,0.261893778406298,0.027978190013082993,18,20,0.5
 06/29  08:52:00,0.2577843654760914,0.027544637117814796,18,20,0.5
 06/29  08:53:00,0.2829376933140744,0.0015583099528861943,18,20,0.5
 06/29  08:54:00,0.3533316191873435,-0.06320078951547642,18,20,0.5
 06/29  08:55:00,0.2907685676041533,-0.003883296907731093,18,20,0.5
 06/29  08:56:00,0.1870138316456558,0.0880480666701958,18,20,0.5
 06/29  08:57:00,0.1792207693994691,0.08465481385130794,18,20,0.5
 06/29  08:58:00,0.2320124326000318,0.026632913115485546,18,20,0.5
 06/29  08:59:00,0.2434755318263973,0.012429499444162995,18,20,0.5
 06/29  09:00:00,0.4420606051439504,-0.1690106856836039,18,20,0.5
 06/29  09:01:00,0.5754826707402841,-0.27107386204653905,18,20,0.5
 06/29  09:02:00,0.5916299259640181,-0.2538365612214803,18,20,0.5
 06/29  09:03:00,0.5858446832485084,-0.21776061951252723,18,20,0.5
 06/29  09:04:00,0.5808844993307268,-0.1900451475804073,18,20,0.5
 06/29  09:05:00,0.5824741176559558,-0.16246421090045604,18,20,0.5
 06/29  09:06:00,0.5848524952167765,-0.12505872210416474,18,20,0.5
 06/29  09:07:00,0.5868845144555443,-0.08632436683732503,18,20,0.5
 06/29  09:08:00,0.5886389932921434,-0.05241618960471284,18,20,0.5
 06/29  09:09:00,0.5900448450840562,-0.019165110070859748,18,20,0.5
 06/29  09:10:00,0.5902573487707304,-0.004557939394856048,18,20,0.5
 06/29  09:11:00,0.588942245884159,-0.001896878993897122,18,20,0.5
 06/29  09:12:00,0.5876294117202211,-0.0009840962543389287,18,20,0.5
 06/29  09:13:00,0.5868799770102773,-0.0001311321682182509,18,20,0.5
 06/29  09:14:00,0.5837990516739392,0.0032412484024412214,18,20,0.5
 06/29  09:15:00,0.533003108150008,0.049090090975777545,18,20,0.5
 06/29  09:16:00,0.4055492955616223,0.1586135835986479,18,20,0.5
 06/29  09:17:00,0.2852646464952016,0.24873624586903426,18,20,0.5
 06/29  09:18:00,0.2706956659835291,0.23151089364984523,18,20,0.5
 06/29  09:19:00,0.3153600084698978,0.15937806750206074,18,20,0.5
 06/29  09:20:00,0.4243842308652152,0.03376653331619184,18,20,0.5
 06/29  09:21:00,0.6069022104920859,-0.14695544984988618,18,20,0.5
 06/29  09:22:00,0.636974128999569,-0.17209289662943444,18,20,0.5
 06/29  09:23:00,0.6402879765262832,-0.17006594420454801,18,20,0.5
 06/29  09:24:00,0.6391400028737154,-0.16338387543200272,18,20,0.5
 06/29  09:25:00,0.6374180423948637,-0.15122042152866533,18,20,0.5
 06/29  09:26:00,0.6316123811756521,-0.12280845174805077,18,20,0.5
 06/29  09:27:00,0.6284089448171032,-0.08529058555731173,18,20,0.5
 06/29  09:28:00,0.6288294147451846,-0.04989768060922761,18,20,0.5
 06/29  09:29:00,0.6305544001875478,-0.020103226879825797,18,20,0.5
 06/29  09:30:00,0.6324797894625396,-0.001219060295085228,18,20,0.5
 06/29  09:31:00,0.6345624768401231,-0.0005357210378649224,18,20,0.5
 06/29  09:32:00,0.6363736737425605,-0.002406963466003109,18,20,0.5
 06/29  09:33:00,0.6461821179282026,-0.011625993511453325,18,20,0.5
 06/29  09:34:00,0.6559845121868217,-0.019743936838761855,18,20,0.5
 06/29  09:35:00,0.659935114532681,-0.021442831970839515,18,20,0.5
 06/29  09:36:00,0.6592189544213624,-0.017966014534949726,18,20,0.5
 06/29  09:37:00,0.6914484281533354,-0.04389153993329964,18,20,0.5
 06/29  09:38:00,0.6984988618574789,-0.04397502892621363,18,20,0.5
 06/29  09:39:00,0.7079458229035113,-0.045682847700649565,18,20,0.5
 06/29  09:40:00,0.6886548743505782,-0.020774390658912623,18,20,0.5
 06/29  09:41:00,0.6818978621070383,-0.009283839888681311,18,20,0.5
 06/29  09:42:00,0.7116423283144148,-0.03150144063887239,18,20,0.5
 06/29  09:43:00,0.7425256932838248,-0.052750448072720224,18,20,0.5
 06/29  09:44:00,0.7824294994441631,-0.08000975550732425,18,20,0.5
 06/29  09:45:00,0.7966770775827517,-0.08058313734090583,18,20,0.5
 06/29  09:46:00,0.787488750916942,-0.0585678310255382,18,20,0.5
 06/29  09:47:00,0.7277343779540659,0.004815136917410978,18,20,0.5
 06/29  09:48:00,0.7475993133332829,-0.010139753314225564,18,20,0.5
 06/29  09:49:00,0.7681441092616821,-0.02466472060680769,18,20,0.5
 06/29  09:50:00,0.7552917955427163,-0.005148714768628215,18,20,0.5
 06/29  09:51:00,0.7526699084192298,0.00455037698607752,18,20,0.5
 06/29  09:52:00,0.7539721552108778,0.0074811128840758245,18,20,0.5
 06/29  09:53:00,0.752289519257674,0.010140131434664634,18,20,0.5
 06/29  09:54:00,0.7559716560918984,0.0038122102652137224,18,20,0.5
 06/29  09:55:00,0.769641466199814,-0.0125611609809958,18,20,0.5
 06/29  09:56:00,0.7896515998275772,-0.03235500971769534,18,20,0.5
 06/29  09:57:00,0.7959964607926917,-0.03187366239894729,18,20,0.5
 06/29  09:58:00,0.5581360174842891,0.18704045132455593,18,20,0.5
 06/29  09:59:00,0.333444752822669,0.3682617803422747,18,20,0.5
 06/29  10:00:00,0.3344535781537135,0.32516913327232994,18,20,0.5
 06/29  10:01:00,0.3645451589240205,0.25626507755250194,18,20,0.5
 06/29  10:02:00,0.3241210590397254,0.25370406781968197,18,20,0.5
 06/29  10:03:00,0.2958920995515491,0.23629328533724564,18,20,0.5
 06/29  10:04:00,0.2800964963360129,0.20450137257719342,18,20,0.5
 06/29  10:05:00,0.2634750780818706,0.1705061520195414,18,20,0.5
 06/29  10:06:00,0.2585579998941263,0.12231387021394047,18,20,0.5
 06/29  10:07:00,0.2596636240575348,0.06757496237701638,18,20,0.5
 06/29  10:08:00,0.2675179418148269,0.030658837052778,18,20,0.5
 06/29  10:09:00,0.2702661211649134,0.021592794536915927,18,20,0.5
 06/29  10:10:00,0.3999107635764143,-0.1015061293323149,18,20,0.5
 06/29  10:11:00,0.8263519696293664,-0.48176665431473237,18,20,0.5
 06/29  10:12:00,0.8620162894285087,-0.4636414510749964,18,20,0.5
 06/29  10:13:00,0.8621070383338502,-0.40711070610210776,18,20,0.5
 06/29  10:14:00,0.8536220156844359,-0.3412731315178511,18,20,0.5
 06/29  10:15:00,0.8536144532756574,-0.282251631589694,18,20,0.5
 06/29  10:16:00,0.8558604886828554,-0.22476741811801904,18,20,0.5
 06/29  10:17:00,0.8430422058033925,-0.15361127706397038,18,20,0.5
 06/29  10:18:00,0.7480167582978531,-0.01053594791012824,18,20,0.5
 06/29  10:19:00,0.3962399703553576,0.35383822495141154,18,20,0.5
 06/29  10:20:00,0.3148714768628103,0.4267027897725984,18,20,0.5
 06/29  10:21:00,0.3134875560563551,0.3768002692217524,18,20,0.5
 06/29  10:22:00,0.3380222788562613,0.2998661453646216,18,20,0.5
 06/29  10:23:00,0.3462244674173618,0.24007569971187226,18,20,0.5
 06/29  10:24:00,0.3434150325561698,0.19186443626023764,18,20,0.5
 06/29  10:25:00,0.352790150718807,0.1324068878419154,18,20,0.5
 06/29  10:26:00,0.574822472453926,-0.1177292355160966,18,20,0.5
 06/29  10:27:00,0.6344747528982932,-0.1982382612509737,18,20,0.5
 06/29  10:28:00,0.3937678189256842,0.007043778784418475,18,20,0.5
 06/29  10:29:00,0.3651463704219068,0.032555867294850716,18,20,0.5
 06/29  10:30:00,0.2725091316085999,0.1209568715827366,18,20,0.5
 06/29  10:31:00,0.2480212957431201,0.13889808141689292,18,20,0.5
 06/29  10:32:00,0.2427155097441637,0.13467319050463958,18,20,0.5
 06/29  10:33:00,0.257971156972919,0.11059221223144,18,20,0.5
 06/29  10:34:00,0.2895805131850597,0.07359940408218829,18,20,0.5
 06/29  10:35:00,0.4631355259277185,-0.08892107113957937,18,20,0.5
 06/29  10:36:00,0.26436290487246,0.07880559315753255,18,20,0.5
 06/29  10:37:00,0.2414450250693851,0.06242050017771661,18,20,0.5
 06/29  10:38:00,0.2584128016455801,0.03191722187351115,18,20,0.5
 06/29  10:39:00,0.3726755046017257,-0.0815925676646525,18,20,0.5
 06/29  10:40:00,0.7855678990872172,-0.4431790854022823,18,20,0.5
 06/29  10:41:00,0.852601090499346,-0.44975429733878847,18,20,0.5
 06/29  10:42:00,0.339102947070701,0.07338258982251028,18,20,0.5
 06/29  10:43:00,0.4585693435072939,-0.026023987960645145,18,20,0.5
 06/29  10:44:00,0.2537014209766094,0.1752560253491942,18,20,0.5
 06/29  10:45:00,0.2422095845968858,0.1646552675958346,18,20,0.5
 06/29  10:46:00,0.2609938517616631,0.1455340951199776,18,20,0.5
 06/29  10:47:00,0.2682870387875946,0.14092510946586717,18,20,0.5
 06/29  10:48:00,0.310523091815205,0.10390008545521917,18,20,0.5
 06/29  10:49:00,0.7389297679096747,-0.2878811643084556,18,20,0.5
 06/29  10:50:00,0.8742068923793608,-0.4142943894489274,18,20,0.5
 06/29  10:51:00,0.8887947789129794,-0.42526290714118264,18,20,0.5
 06/29  10:52:00,0.8821927960493977,-0.3643519393797313,18,20,0.5
 06/29  10:53:00,0.9056135760362392,-0.3430682961136782,18,20,0.5
 06/29  10:54:00,0.4978416885346321,0.08911761814373104,18,20,0.5
 06/29  10:55:00,0.6829830677667451,-0.05194641277139589,18,20,0.5
 06/29  10:56:00,0.3965689351372199,0.24802522819568495,18,20,0.5
 06/29  10:57:00,0.2912139934812036,0.3556728653210621,18,20,0.5
 06/29  10:58:00,0.2664418110456543,0.3760369196796565,18,20,0.5
 06/29  10:59:00,0.2405095551034916,0.3521271543412008,18,20,0.5
 06/29  11:00:00,0.2367654065172839,0.2921271543412008,18,20,0.5
 06/29  11:01:00,0.2335831449033146,0.22978825255420365,18,20,0.5
 06/29  11:02:00,0.2370936150582684,0.16176786430013687,18,20,0.5
 06/29  11:03:00,0.260099975044051,0.07421014421513544,18,20,0.5
 06/29  11:04:00,0.2938555428675142,0.020055961824960444,18,20,0.5
 06/29  11:05:00,0.4080516966264094,-0.12163332904796825,18,20,0.5
 06/29  11:06:00,0.7584793508428306,-0.4358699416938284,18,20,0.5
 06/29  11:07:00,0.7490467583734771,-0.38065407273524765,18,20,0.5
 06/29  11:08:00,0.7556252977698458,-0.33831426345919713,18,20,0.5
 06/29  11:09:00,0.7881542428894452,-0.31607873980020124,18,20,0.5
 06/29  11:10:00,0.5597596666490211,-0.055384737546603335,18,20,0.5
 06/29  11:11:00,0.3176294873443089,0.1951500760022083,18,20,0.5
 06/29  11:12:00,0.2871824733614151,0.23060597581541675,18,20,0.5
 06/29  11:13:00,0.2984973493757231,0.223130837234276,18,20,0.5
 06/29  11:14:00,0.4963821436403923,0.04549870304689457,18,20,0.5
 06/29  11:15:00,0.8839472748859967,-0.29447687037275105,18,20,0.5
 06/29  11:16:00,0.8958807559383816,-0.2926702109155809,18,20,0.5
 06/29  11:17:00,0.8954799482731239,-0.2776260842603586,18,20,0.5
 06/29  11:18:00,0.8828053511604516,-0.2522334818086256,18,20,0.5
 06/29  11:19:00,0.876528551874343,-0.23711925162402725,18,20,0.5
 06/29  11:20:00,0.8718701080668215,-0.2012497636747257,18,20,0.5
 06/29  11:21:00,0.8792434566258046,-0.1524617153055593,18,20,0.5
 06/29  11:22:00,0.7768560041744497,-0.0011069097729008437,18,20,0.5
 06/29  11:23:00,0.2448413028517843,0.5255421868973705,18,20,0.5
 06/29  11:24:00,0.2337351493197613,0.5103836409973306,18,20,0.5
 06/29  11:25:00,0.2520868467024116,0.42884590079632173,18,20,0.5
 06/29  11:26:00,0.272543162448103,0.34605582570160237,18,20,0.5
 06/29  11:27:00,0.2907110932974371,0.2674110093546997,18,20,0.5
 06/29  11:28:00,0.2972366958323565,0.2023285412869707,18,20,0.5
 06/29  11:29:00,0.2743112536205032,0.16503225367344004,18,20,0.5
 06/29  11:30:00,0.267551216413452,0.11136040171515432,18,20,0.5
 06/29  11:31:00,0.2652356068454924,0.05227522630508269,18,20,0.5
 06/29  11:32:00,0.2656243146567044,0.00076334954209617,18,20,0.5
 06/29  11:33:00,0.2686076849198006,0.0001566174858016467,18,20,0.5
 06/29  11:34:00,0.2717233973365196,0.0008397298707584211,18,20,0.5
 06/29  11:35:00,0.2757866795731776,-0.0008535690788229466,18,20,0.5
 06/29  11:36:00,0.3271014043393102,-0.04671246965583481,18,20,0.5
 06/29  11:37:00,0.68218145243623,-0.36264548183887535,18,20,0.5
 06/29  11:38:00,0.927801683392194,-0.5452092140388557,18,20,0.5
 06/29  11:39:00,0.929503225367344,-0.4813915588393215,18,20,0.5
 06/29  11:40:00,0.7232839003879515,-0.2295989654624792,18,20,0.5
 06/29  11:41:00,0.336147557720085,0.16462857229284678,18,20,0.5
 06/29  11:42:00,0.2877186481438067,0.2152669152178351,18,20,0.5
 06/29  11:43:00,0.2782709308568966,0.22568095709845493,18,20,0.5
 06/29  11:44:00,0.2710102621887124,0.2328703122518584,18,20,0.5
 06/29  11:45:00,0.2679043809034053,0.23518796367018824,18,20,0.5
 06/29  11:46:00,0.2672978757193742,0.22981411599222573,18,20,0.5
 06/29  11:47:00,0.267711539479555,0.1879534609363775,18,20,0.5
 06/29  11:48:00,0.2728713709890875,0.11730059818653432,18,20,0.5
 06/29  11:49:00,0.2713513268246201,0.05300545249672933,18,20,0.5
 06/29  11:50:00,0.2690795792275756,0.009856767977736214,18,20,0.5
 06/29  11:51:00,0.2759205342085561,-0.0030068893543971353,18,20,0.5
 06/29  11:52:00,0.2969992361967133,-0.023157532537263714,18,20,0.5
 06/29  11:53:00,0.3347076750886693,-0.05522229700604242,18,20,0.5
 06/29  11:54:00,0.3675844910120772,-0.07844169004711382,18,20,0.5
 06/29  11:55:00,0.6645716273547451,-0.33576210174464777,18,20,0.5
 06/29  11:56:00,0.8715751741244622,-0.482337918673856,18,20,0.5
